R2,RMSE,MAE,n_est
0.9924544731404183, 18.011293149127102, 10.327353888888819, 600
0.9923100876810309, 18.182801771362637,  10.449833333333364, 200
0.992488172714056,  17.97102743017125, 10.320914914914917, 333
0.9925863671776544, 17.85318258230751, 10.32979879879881, 400
0.9925472768017556, 17.90018855779235, 10.296158749999844, 800
