R2,RMSE,MAE,n_est
0.9961854875948956, 17.570375396958404, 11.2139124686016, 800
0.9961788296914491,  17.585702501650278,  11.218966734153174, 800
0.9961854875948932, 17.570375396958456, 11.2139124686080, 800
0.9961788296914491, 17.585702501650287, 11.218966734153163, 800
0.9961854875948956, 17.570375396958450, 11.2139124686013, 800
