RF,DT,SVR,BR,LR,MLP,CNN
11.187283867095923, 13.834146033673871, 14.755246639313306, 17.63606085581617, 17.635963000601443,  13.835646381861974,   14.8577
11.187283867095923, 13.834146033673871, 14.755246639313306, 17.63606085581617, 17.635963000601443, 13.835646381861974,  14.7353
11.188739320556929, 13.84760183941253, 14.755246639313306, 17.63606085572272, 17.63596300060147, 14.285792963507008, 14.7158
11.187283867095923, 13.834146033673871, 14.755246639313306, 17.63606085581617, 17.63596300060147, 14.285792963507008, 14.3365
11.188739320556929, 13.84760183941253, 14.755246639313306, 17.63606085572272, 17.635963000601443, 13.835646381861974, 14.5004
